,speaker_id,trust_norm,fear_norm,negative_norm,sadness_norm,anger_norm,surprise_norm,positive_norm,disgust_norm,joy_norm,anticipation_norm,mindfulness,holdout,PC0,PC1,PC2,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
0,201,0.036964980544747,0.0077821011673151,0.0272373540856031,0.0077821011673151,0.0038910505836575,0.0116731517509727,0.0583657587548638,0.0019455252918287,0.0330739299610894,0.0350194552529182,1,0,0.1447221654555754,-0.1962130700662035,-0.1604764812091636,-0.1604764812091636,0.2470534416395161,0.0975431990186322,0.0140555903678752,0.0474950248521938,0.1179650334503036,0.0020592648137571,0.0582439683974631
1,202,0.0312035661218424,0.0,0.0014858841010401,0.0,0.0,0.0044576523031203,0.0475482912332838,0.0,0.0148588410104011,0.0193164933135215,0,0,0.0872029390992548,-0.2771147183563859,-0.1039617721680509,-0.1039617721680509,0.23599825667081,-0.2077241063737829,0.1797932487776459,-0.0277101446592367,-0.0500525385936942,-0.0598386626026085,-0.0051357549340046
2,203,0.0416047548291233,0.0029717682020802,0.0059435364041604,0.0089153046062407,0.0014858841010401,0.0,0.0698365527488855,0.0014858841010401,0.0044576523031203,0.0118870728083209,1,1,0.1955734542700038,-0.1670783667177109,-0.0694304988331179,-0.0694304988331179,-0.0099598446859019,0.2313710934861619,-0.3729723667229089,0.1364546082283428,-0.1847437114873368,-0.0921806767807963,-0.2683628554479864
3,204,0.0318949343339587,0.0056285178236397,0.0112570356472795,0.0075046904315197,0.0,0.0075046904315197,0.0506566604127579,0.0,0.0187617260787992,0.0300187617260788,0,0,0.377353223338468,0.0091980169775277,-0.0365210598235014,-0.0365210598235014,-0.0365278538781902,0.1174533067180352,0.0063412924741755,-0.1760844985146742,0.0604154661094286,0.0272851178116464,0.202519788407482
4,205,0.0298769771528998,0.0017574692442882,0.0,0.0,0.0,0.0070298769771528,0.0579964850615114,0.0,0.0193321616871704,0.0175746924428822,1,0,0.3833144139287175,-0.0879611016058045,0.0613912261427227,0.0613912261427227,-0.0548378235572741,-0.1254619905805227,0.1304642117901268,0.1072909593541771,-0.0087249607436755,-0.0153271054211818,-0.1058981815214835
5,206,0.0289017341040462,0.0028901734104046,0.0101156069364161,0.0028901734104046,0.0028901734104046,0.0086705202312138,0.0621387283236994,0.0,0.0231213872832369,0.0202312138728323,1,0,-0.141455019759704,0.0850731942805761,-0.1442810181400643,-0.1442810181400643,0.1172432170484852,-0.2515024576788244,-0.0453678449719378,-0.2104634546398814,0.0950848068741188,0.0354042438174815,0.0017415547819957
6,207,0.0138339920948616,0.0039525691699604,0.0039525691699604,0.0019762845849802,0.0039525691699604,0.0039525691699604,0.0395256916996047,0.0,0.0118577075098814,0.0079051383399209,0,0,-0.0363400181158476,0.1267722883991356,-0.0919899836918512,-0.0919899836918512,0.0735909793075529,0.0824418764167023,0.0964748361471083,0.1514278045052146,-0.2046506774366639,-0.0724628353541633,-0.0787166844275903
7,208,0.0251256281407035,0.0083752093802345,0.0100502512562814,0.0100502512562814,0.0016750418760469,0.0033500837520938,0.0469011725293132,0.0,0.0150753768844221,0.0184254606365159,1,1,-0.0628042769980978,0.058860944582496,0.0628106404823667,0.0628106404823667,-0.1033807879727084,-0.0050761878578385,-0.1032558297745619,-0.1642506381551352,-0.0149255929352035,0.1150323626703678,-0.0585228333369355
8,209,0.0307377049180327,0.0040983606557377,0.0102459016393442,0.0020491803278688,0.0061475409836065,0.0102459016393442,0.0368852459016393,0.0,0.0225409836065573,0.0225409836065573,1,1,-0.0598165800181264,-0.0165130276858248,0.0969479681645379,0.0969479681645379,-0.0149471877542807,-0.1514043066454579,-0.2362501134135045,-0.0359746862828257,0.0886124697053572,-0.1258402650325157,0.0051053723174033
9,210,0.0278551532033426,0.0069637883008356,0.0125348189415041,0.011142061281337,0.0041782729805013,0.011142061281337,0.0598885793871866,0.0,0.0236768802228412,0.0153203342618384,1,0,0.0891029587690151,0.1123836291417729,0.0625910503499239,0.0625910503499239,-0.0520295934996438,-0.0169481414365052,-0.0828926915936899,-0.1276394761315007,0.1747494515856515,-0.0105227398622337,-0.186227931607608
