speaker_id,line_num,sent_num,token_num,pos_tuple,pos,token_str,term_str,term_id
228,55,1,3,"('was', 'VBD')",VBD,was,was,1819
228,55,1,4,"('trying', 'VBG')",VBG,trying,trying,1737
228,55,1,5,"('to', 'TO')",TO,to,to,1694
228,55,1,6,"('share', 'NN')",NN,share,share,1439
228,55,1,7,"('something', 'NN')",NN,something,something,1505
228,55,1,8,"('and', 'CC')",CC,and,and,71
228,55,1,9,"('one', 'CD')",CD,one,one,1107
228,55,1,10,"('of', 'IN')",IN,of,of,1093
228,55,1,11,"('our', 'PRP$')",PRP$,our,our,1130
228,55,1,12,"('expectations', 'NNS')",NNS,expectations,expectations,544
228,55,1,13,"('is', 'VBZ')",VBZ,is,is,831
228,55,1,14,"('to', 'TO')",TO,to,to,1694
228,55,1,15,"('listen', 'VB')",VB,listen,listen,920
228,55,1,16,"('and', 'CC')",CC,and,and,71
228,55,1,18,"('and', 'CC')",CC,and,and,71
228,55,1,19,"('to', 'TO')",TO,to,to,1694
228,55,1,20,"('be', 'VB')",VB,be,be,146
228,55,1,21,"('quiet', 'JJ')",JJ,quiet,quiet,1266
228,55,1,22,"('while', 'IN')",IN,while,while,1851
228,55,1,23,"('others', 'NNS')",NNS,others,others,1129
228,55,1,24,"('are', 'VBP')",VBP,are,are,99
228,55,1,25,"('speaking', 'VBG')",VBG,speaking,speaking,1521
228,55,2,0,"('And', 'CC')",CC,And,and,71
228,55,2,1,"('if', 'IN')",IN,if,if,776
228,55,2,2,"('you', 'PRP')",PRP,you,you,1913
228,55,2,3,"('have', 'VBP')",VBP,have,have,713
228,55,2,4,"('something', 'NN')",NN,something,something,1505
228,55,2,5,"('that', 'IN')",IN,that,that,1648
228,55,2,6,"('you', 'PRP')",PRP,you,you,1913
228,55,2,7,"('wan', 'VBP')",VBP,wan,wan,1814
228,55,2,8,"('na', 'JJ')",JJ,na,na,1042
228,55,2,9,"('share', 'NN')",NN,share,share,1439
228,55,2,11,"('you', 'PRP')",PRP,you,you,1913
228,55,2,12,"('can', 'MD')",MD,can,can,236
228,55,2,13,"('raise', 'VB')",VB,raise,raise,1272
228,55,2,14,"('your', 'PRP$')",PRP$,your,your,1915
228,55,2,15,"('hand', 'NN')",NN,hand,hand,697
228,56,0,0,"('Sorry', 'NNP')",NNP,Sorry,sorry,1511
228,56,1,0,"('Sorry', 'NNP')",NNP,Sorry,sorry,1511
228,57,0,0,"('Jayla', 'NNP')",NNP,Jayla,jayla,843
228,57,1,0,"('So', 'RB')",RB,So,so,1494
228,57,1,1,"('Jayla', 'NNP')",NNP,Jayla,jayla,843
228,57,1,3,"('can', 'MD')",MD,can,can,236
228,57,1,4,"('you', 'PRP')",PRP,you,you,1913
228,57,1,5,"('tell', 'VB')",VB,tell,tell,1632
228,57,1,6,"('me', 'PRP')",PRP,me,me,975
228,57,1,7,"('about', 'IN')",IN,about,about,11
228,57,1,9,"('uh', 'UH')",UH,uh,uh,1753
228,57,1,11,"('the', 'DT')",DT,the,the,1650
228,57,1,12,"('biographies', 'NNS')",NNS,biographies,biographies,176
228,57,1,13,"('you', 'PRP')",PRP,you,you,1913
228,57,1,14,"('you', 'PRP')",PRP,you,you,1913
228,57,1,15,"(""'ve"", 'VBP')",VBP,'ve,ve,1791
228,57,1,16,"('been', 'VBN')",VBN,been,been,151
228,57,1,17,"('reading', 'VBG')",VBG,reading,reading,1278
228,58,0,0,"('Oh', 'UH')",UH,Oh,oh,1099
228,58,0,2,"('so', 'RB')",RB,so,so,1494
228,58,0,4,"('um', 'JJ')",JJ,um,um,1755
228,58,0,6,"('I', 'PRP')",PRP,I,i,772
228,58,0,7,"('read', 'VBP')",VBP,read,read,1277
228,58,0,8,"('one', 'CD')",CD,one,one,1107
228,58,0,9,"('on', 'IN')",IN,on,on,1105
228,58,0,10,"('like', 'IN')",IN,like,like,915
228,58,0,12,"('uh', 'UH')",UH,uh,uh,1753
228,58,0,14,"('Sam', 'NNP')",NNP,Sam,sam,1388
228,58,0,15,"('Ronald', 'NNP')",NNP,Ronald,ronald,1369
228,58,0,16,"('Reagan', 'NNP')",NNP,Reagan,reagan,1282
228,58,1,0,"('Cool', 'NNP')",NNP,Cool,cool,350
228,58,2,0,"('I', 'PRP')",PRP,I,i,772
228,58,2,1,"('was', 'VBD')",VBD,was,was,1819
228,58,2,2,"('like', 'IN')",IN,like,like,915
228,58,2,4,"('well', 'UH')",UH,well,well,1837
228,58,2,6,"('I', 'PRP')",PRP,I,i,772
228,58,2,7,"('was', 'VBD')",VBD,was,was,1819
228,58,2,8,"('like', 'IN')",IN,like,like,915
228,58,2,10,"('what', 'WP')",WP,what,what,1841
228,58,2,11,"(""'s"", 'VBZ')",VBZ,'s,s,1382
228,58,2,12,"('this', 'DT')",DT,this,this,1667
228,58,2,14,"('what', 'WP')",WP,what,what,1841
228,58,2,15,"(""'s"", 'VBZ')",VBZ,'s,s,1382
228,58,2,16,"('this', 'DT')",DT,this,this,1667
228,58,2,17,"('guy', 'NN')",NN,guy,guy,689
228,58,2,18,"('about', 'IN')",IN,about,about,11
228,58,3,0,"('Yeah', 'UH')",UH,Yeah,yeah,1903
228,58,4,0,"('Someone', 'NN')",NN,Someone,someone,1504
228,58,4,1,"('talks', 'NNS')",NNS,talks,talks,1613
228,58,4,2,"('about', 'IN')",IN,about,about,11
228,58,4,3,"('the', 'DT')",DT,the,the,1650
228,58,4,4,"('eighties', 'NNS')",NNS,eighties,eighties,485
228,58,4,5,"('and', 'CC')",CC,and,and,71
228,58,4,6,"('stuff', 'NN')",NN,stuff,stuff,1573
228,59,0,0,"('Yes', 'UH')",UH,Yes,yes,1909
228,59,1,0,"('He', 'PRP')",PRP,He,he,715
228,59,1,1,"('learned', 'VBD')",VBD,learned,learned,894
228,59,1,2,"('lot', 'NN')",NN,lot,lot,939
228,59,1,3,"('and', 'CC')",CC,and,and,71
228,59,1,5,"('and', 'CC')",CC,and,and,71
228,59,1,6,"('he', 'PRP')",PRP,he,he,715
229,0,0,0,"('Are', 'NNP')",NNP,Are,are,99
229,0,0,1,"('you', 'PRP')",PRP,you,you,1913
229,0,0,2,"('ready', 'JJ')",JJ,ready,ready,1281
229,1,0,0,"('Yes', 'UH')",UH,Yes,yes,1909
229,1,1,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,1,2,0,"('The', 'DT')",DT,The,the,1650
229,1,2,1,"('simulation', 'NN')",NN,simulation,simulation,1469
229,1,3,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,1,4,0,"('Hello', 'NNP')",NNP,Hello,hello,723
229,1,4,1,"('everybody', 'NN')",NN,everybody,everybody,525
229,1,5,0,"('Hello', 'NNP')",NNP,Hello,hello,723
229,1,6,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,1,6,2,"('so', 'RB')",RB,so,so,1494
229,1,6,3,"('before', 'IN')",IN,before,before,153
229,1,6,4,"('we', 'PRP')",PRP,we,we,1827
229,1,6,5,"('start', 'VBP')",VBP,start,start,1542
229,1,6,6,"('class', 'NN')",NN,class,class,282
229,1,6,8,"('just', 'RB')",RB,just,just,858
229,1,6,9,"('wan', 'VB')",VB,wan,wan,1814
229,1,6,10,"('na', 'RB')",RB,na,na,1042
229,1,6,11,"('go', 'VB')",VB,go,go,663
229,1,6,12,"('over', 'RP')",RP,over,over,1137
229,1,6,13,"('a', 'DT')",DT,a,a,6
229,1,6,14,"('few', 'JJ')",JJ,few,few,584
229,1,6,15,"('things', 'NNS')",NNS,things,things,1662
229,1,6,16,"('that', 'IN')",IN,that,that,1648
229,1,6,17,"('we', 'PRP')",PRP,we,we,1827
229,1,6,18,"('kind', 'NN')",NN,kind,kind,869
229,1,6,19,"('of', 'IN')",IN,of,of,1093
229,1,6,20,"('had', 'VBD')",VBD,had,had,693
229,1,6,21,"('some', 'DT')",DT,some,some,1502
229,1,6,22,"('struggles', 'NNS')",NNS,struggles,struggles,1569
229,1,6,23,"('with', 'IN')",IN,with,with,1867
229,1,6,24,"('this', 'DT')",DT,this,this,1667
229,1,6,25,"('week', 'NN')",NN,week,week,1830
229,1,7,0,"('And', 'CC')",CC,And,and,71
229,1,7,1,"('just', 'RB')",RB,just,just,858
229,1,7,2,"('wan', 'VB')",VB,wan,wan,1814
229,1,7,3,"('na', 'TO')",TO,na,na,1042
229,1,7,4,"('remind', 'VB')",VB,remind,remind,1317
229,1,7,5,"('us', 'PRP')",PRP,us,us,1781
229,1,7,7,"('cause', 'VB')",VB,cause,cause,253
229,1,7,8,"('things', 'NNS')",NNS,things,things,1662
229,1,7,9,"('happen', 'VB')",VB,happen,happen,704
229,1,7,10,"('over', 'IN')",IN,over,over,1137
229,1,7,11,"('the', 'DT')",DT,the,the,1650
229,1,7,12,"('weekend', 'NN')",NN,weekend,weekend,1831
229,1,8,0,"('So', 'IN')",IN,So,so,1494
229,1,8,1,"('remember', 'JJ')",JJ,remember,remember,1313
229,1,8,2,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,1,9,0,"('That', 'DT')",DT,That,that,1648
229,1,9,1,"('if', 'IN')",IN,if,if,776
229,1,9,2,"('you', 'PRP')",PRP,you,you,1913
229,1,9,3,"('need', 'VBP')",VBP,need,need,1053
229,1,9,4,"('to', 'TO')",TO,to,to,1694
229,1,9,5,"('speak', 'VB')",VB,speak,speak,1519
229,1,9,6,"('up', 'RP')",RP,up,up,1774
229,1,9,7,"('in', 'IN')",IN,in,in,785
229,1,9,8,"('class', 'NN')",NN,class,class,282
229,1,9,9,"('and', 'CC')",CC,and,and,71
229,1,9,10,"('you', 'PRP')",PRP,you,you,1913
229,1,9,11,"('need', 'VBP')",VBP,need,need,1053
229,1,9,12,"('to', 'TO')",TO,to,to,1694
229,1,9,13,"('raise', 'VB')",VB,raise,raise,1272
229,1,9,14,"('your', 'PRP$')",PRP$,your,your,1915
229,1,9,15,"('hand', 'NN')",NN,hand,hand,697
229,1,9,16,"('mm-hmm', 'NN')",NN,mm-hmm,mmhmm,1015
229,1,10,1,"('affirmative', 'JJ')",JJ,affirmative,affirmative,36
229,1,10,3,"('quietly', 'RB')",RB,quietly,quietly,1268
229,1,10,4,"('and', 'CC')",CC,and,and,71
229,1,10,5,"('wait', 'VB')",VB,wait,wait,1804
229,1,10,6,"('to', 'TO')",TO,to,to,1694
229,1,10,7,"('be', 'VB')",VB,be,be,146
229,1,10,8,"('called', 'VBN')",VBN,called,called,230
229,1,10,9,"('on', 'IN')",IN,on,on,1105
229,1,11,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,1,12,0,"('If', 'IN')",IN,If,if,776
229,1,12,1,"('you', 'PRP')",PRP,you,you,1913
229,1,12,2,"('need', 'VBP')",VBP,need,need,1053
229,1,12,3,"('to', 'TO')",TO,to,to,1694
229,1,12,4,"('use', 'VB')",VB,use,use,1782
229,1,12,5,"('the', 'DT')",DT,the,the,1650
229,1,12,6,"('bathroom', 'NN')",NN,bathroom,bathroom,145
229,1,12,8,"('remember', 'VB')",VB,remember,remember,1313
229,1,12,9,"('that', 'IN')",IN,that,that,1648
229,1,12,10,"('we', 'PRP')",PRP,we,we,1827
229,1,12,11,"('use', 'VBP')",VBP,use,use,1782
229,1,12,12,"('the', 'DT')",DT,the,the,1650
229,1,12,13,"('finger', 'NN')",NN,finger,finger,594
229,1,12,14,"('symbol', 'NN')",NN,symbol,symbol,1597
229,2,0,0,"('Here', 'RB')",RB,Here,here,729
229,2,0,1,"(""'s"", 'POS')",POS,'s,s,1382
229,2,0,2,"('my', 'PRP$')",PRP$,my,my,1040
229,2,0,3,"('pencil', 'NN')",NN,pencil,pencil,1170
229,2,1,0,"('He', 'PRP')",PRP,He,he,715
229,2,1,1,"('took', 'VBD')",VBD,took,took,1705
229,2,1,2,"('it', 'PRP')",PRP,it,it,836
229,3,0,0,"('Mina', 'NNP')",NNP,Mina,mina,998
229,4,0,0,"('I', 'PRP')",PRP,I,i,772
229,4,0,1,"('did', 'VBD')",VBD,did,did,416
229,4,0,2,"(""n't"", 'RB')",RB,n't,nt,1091
229,4,0,3,"('too', 'RB')",RB,too,too,1704
229,5,0,0,"('Will', 'MD')",MD,Will,will,1862
229,5,1,0,"('Yeah', 'UH')",UH,Yeah,yeah,1903
229,6,0,0,"('Sorry', 'NNP')",NNP,Sorry,sorry,1511
229,7,0,0,"('What', 'WP')",WP,What,what,1841
229,7,0,1,"('did', 'VBD')",VBD,did,did,416
229,7,0,2,"('we', 'PRP')",PRP,we,we,1827
229,7,0,3,"('talk', 'VB')",VB,talk,talk,1610
229,7,0,4,"('about', 'IN')",IN,about,about,11
229,7,1,0,"('Raising', 'VBG')",VBG,Raising,raising,1274
229,7,1,1,"('our', 'PRP$')",PRP$,our,our,1130
229,7,1,2,"('hand', 'NN')",NN,hand,hand,697
229,8,0,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,8,1,0,"('I', 'PRP')",PRP,I,i,772
229,8,1,1,"('was', 'VBD')",VBD,was,was,1819
229,8,1,2,"('just', 'RB')",RB,just,just,858
229,8,1,3,"('asking', 'VBG')",VBG,asking,asking,110
229,8,1,4,"('Will', 'NNP')",NNP,Will,will,1862
229,8,1,5,"('cause', 'NN')",NN,cause,cause,253
229,8,1,6,"('he', 'PRP')",PRP,he,he,715
229,8,1,8,"('he', 'PRP')",PRP,he,he,715
229,8,1,9,"('took', 'VBD')",VBD,took,took,1705
229,8,1,10,"('my', 'PRP$')",PRP$,my,my,1040
229,8,1,11,"('pencil', 'NN')",NN,pencil,pencil,1170
229,9,0,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,9,1,0,"('Pencil', 'NNP')",NNP,Pencil,pencil,1170
229,9,2,0,"('So', 'IN')",IN,So,so,1494
229,9,2,1,"('we', 'PRP')",PRP,we,we,1827
229,9,2,2,"('do', 'VBP')",VBP,do,do,444
229,9,2,3,"(""n't"", 'RB')",RB,n't,nt,1091
229,9,2,4,"('need', 'VB')",VB,need,need,1053
229,9,2,5,"('pencils', 'NNS')",NNS,pencils,pencils,1171
229,9,2,6,"('right', 'RB')",RB,right,right,1359
229,9,2,7,"('now', 'RB')",RB,now,now,1090
229,9,3,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,10,0,0,"('Hey', 'NNP')",NNP,Hey,hey,731
229,11,0,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,11,0,2,"('we', 'PRP')",PRP,we,we,1827
229,11,0,3,"(""'ll"", 'MD')",MD,'ll,ll,930
229,11,0,4,"('get', 'VB')",VB,get,get,653
229,11,0,5,"('your', 'PRP$')",PRP$,your,your,1915
229,11,0,6,"('pencil', 'NN')",NN,pencil,pencil,1170
229,11,0,7,"('back', 'RB')",RB,back,back,135
229,11,0,8,"('in', 'IN')",IN,in,in,785
229,11,0,9,"('a', 'DT')",DT,a,a,6
229,11,0,10,"('minute', 'NN')",NN,minute,minute,1005
229,11,1,0,"('Sound', 'RB')",RB,Sound,sound,1513
229,11,1,1,"('good', 'JJ')",JJ,good,good,670
229,12,0,0,"('Do', 'VBP')",VBP,Do,do,444
229,12,0,1,"(""n't"", 'RB')",RB,n't,nt,1091
229,12,0,2,"('have', 'VB')",VB,have,have,713
229,12,0,3,"('it', 'PRP')",PRP,it,it,836
229,13,0,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,13,1,0,"('We', 'PRP')",PRP,We,we,1827
229,13,1,1,"(""'ll"", 'MD')",MD,'ll,ll,930
229,13,1,2,"('figure', 'VB')",VB,figure,figure,586
229,13,1,3,"('out', 'RP')",RP,out,out,1133
229,13,1,4,"('the', 'DT')",DT,the,the,1650
229,13,1,5,"('pencil', 'NN')",NN,pencil,pencil,1170
229,13,1,6,"('situation', 'NN')",NN,situation,situation,1476
229,13,1,7,"('in', 'IN')",IN,in,in,785
229,13,1,8,"('a', 'DT')",DT,a,a,6
229,13,1,9,"('minute', 'NN')",NN,minute,minute,1005
229,13,2,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,13,3,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,13,4,0,"('So', 'RB')",RB,So,so,1494
229,13,4,1,"('when', 'WRB')",WRB,when,when,1844
229,13,4,2,"('we', 'PRP')",PRP,we,we,1827
229,13,4,3,"('need', 'VBP')",VBP,need,need,1053
229,13,4,4,"('to', 'TO')",TO,to,to,1694
229,13,4,5,"('use', 'VB')",VB,use,use,1782
229,13,4,6,"('the', 'DT')",DT,the,the,1650
229,13,4,7,"('bathroom', 'NN')",NN,bathroom,bathroom,145
229,13,4,9,"('we', 'PRP')",PRP,we,we,1827
229,13,4,10,"(""'re"", 'VBP')",VBP,'re,re,1276
229,13,4,11,"('gon', 'VBG')",VBG,gon,gon,668
229,13,4,12,"('na', 'TO')",TO,na,na,1042
229,13,4,13,"('use', 'VB')",VB,use,use,1782
229,13,4,14,"('the', 'DT')",DT,the,the,1650
229,13,4,15,"('two', 'CD')",CD,two,two,1747
229,13,4,16,"('finger', 'NN')",NN,finger,finger,594
229,13,4,17,"('thing', 'NN')",NN,thing,thing,1661
229,13,5,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,13,6,0,"('Nina', 'NNP')",NNP,Nina,nina,1070
229,13,6,1,"('gon', 'NN')",NN,gon,gon,668
229,13,6,2,"('na', 'TO')",TO,na,na,1042
229,13,6,3,"('use', 'VB')",VB,use,use,1782
229,13,6,4,"('the', 'DT')",DT,the,the,1650
229,13,6,5,"('two', 'CD')",CD,two,two,1747
229,13,6,6,"('finger', 'NN')",NN,finger,finger,594
229,13,6,8,"('just', 'RB')",RB,just,just,858
229,13,6,9,"('raise', 'VB')",VB,raise,raise,1272
229,13,6,10,"('it', 'PRP')",PRP,it,it,836
229,13,6,11,"('up', 'RP')",RP,up,up,1774
229,13,7,0,"('And', 'CC')",CC,And,and,71
229,13,7,1,"('if', 'IN')",IN,if,if,776
229,13,7,2,"('I', 'PRP')",PRP,I,i,772
229,13,7,3,"('give', 'VBP')",VBP,give,give,658
229,13,7,4,"('you', 'PRP')",PRP,you,you,1913
229,13,7,5,"('the', 'DT')",DT,the,the,1650
229,13,7,6,"('head', 'NN')",NN,head,head,716
229,13,7,7,"('nod', 'NN')",NN,nod,nod,1073
229,13,7,9,"('go', 'VBP')",VBP,go,go,663
229,13,7,10,"('ahead', 'RB')",RB,ahead,ahead,48
229,13,7,11,"('and', 'CC')",CC,and,and,71
229,13,7,12,"('grab', 'VB')",VB,grab,grab,676
229,13,7,13,"('the', 'DT')",DT,the,the,1650
229,13,7,14,"('bathroom', 'NN')",NN,bathroom,bathroom,145
229,13,7,15,"('pass', 'NN')",NN,pass,pass,1155
229,13,7,16,"('and', 'CC')",CC,and,and,71
229,13,7,17,"('you', 'PRP')",PRP,you,you,1913
229,13,7,18,"('can', 'MD')",MD,can,can,236
229,13,7,19,"('head', 'VB')",VB,head,head,716
229,13,7,20,"('out', 'IN')",IN,out,out,1133
229,13,7,21,"('to', 'TO')",TO,to,to,1694
229,13,7,22,"('the', 'DT')",DT,the,the,1650
229,13,7,23,"('bathroom', 'NN')",NN,bathroom,bathroom,145
229,14,0,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,15,0,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,15,1,0,"('Remember', 'NNP')",NNP,Remember,remember,1313
229,15,1,1,"('raise', 'VB')",VB,raise,raise,1272
229,15,1,2,"('your', 'PRP$')",PRP$,your,your,1915
229,15,1,3,"('hand', 'NN')",NN,hand,hand,697
229,15,2,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,15,3,0,"('And', 'CC')",CC,And,and,71
229,15,3,1,"('then', 'RB')",RB,then,then,1655
229,15,3,2,"('lastly', 'RB')",RB,lastly,lastly,885
229,15,3,4,"('when', 'WRB')",WRB,when,when,1844
229,15,3,5,"('we', 'PRP')",PRP,we,we,1827
229,15,3,6,"('need', 'VBP')",VBP,need,need,1053
229,15,3,7,"('to', 'TO')",TO,to,to,1694
229,15,3,8,"('turn', 'VB')",VB,turn,turn,1740
229,15,3,9,"('in', 'IN')",IN,in,in,785
229,15,3,10,"('assignments', 'NNS')",NNS,assignments,assignments,115
229,15,3,12,"('remember', 'VB')",VB,remember,remember,1313
229,15,3,13,"('that', 'IN')",IN,that,that,1648
229,15,3,14,"('we', 'PRP')",PRP,we,we,1827
229,15,3,15,"('turn', 'VBP')",VBP,turn,turn,1740
229,15,3,16,"('them', 'PRP')",PRP,them,them,1653
229,15,3,17,"('into', 'IN')",IN,into,into,820
229,15,3,18,"('the', 'DT')",DT,the,the,1650
229,15,3,19,"('orange', 'NN')",NN,orange,orange,1122
229,15,3,20,"('bin', 'NN')",NN,bin,bin,175
229,15,3,21,"('on', 'IN')",IN,on,on,1105
229,15,3,22,"('the', 'DT')",DT,the,the,1650
229,15,3,23,"('desk', 'NN')",NN,desk,desk,411
229,15,3,24,"('behind', 'IN')",IN,behind,behind,159
229,15,3,25,"('me', 'PRP')",PRP,me,me,975
229,15,4,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,15,5,0,"('Does', 'NNP')",NNP,Does,does,447
229,15,5,1,"('anybody', 'NN')",NN,anybody,anybody,86
229,15,5,2,"('have', 'VB')",VB,have,have,713
229,15,5,3,"('any', 'DT')",DT,any,any,85
229,15,5,4,"('questions', 'NNS')",NNS,questions,questions,1263
229,15,5,5,"('about', 'IN')",IN,about,about,11
229,16,0,0,"('Who', 'WP')",WP,Who,who,1853
229,16,1,0,"('Oh', 'UH')",UH,Oh,oh,1099
229,16,2,0,"('Oh', 'UH')",UH,Oh,oh,1099
229,16,2,2,"('so', 'IN')",IN,so,so,1494
229,16,2,3,"('I', 'PRP')",PRP,I,i,772
229,16,2,4,"('was', 'VBD')",VBD,was,was,1819
229,16,2,5,"('wondering', 'VBG')",VBG,wondering,wondering,1875
229,16,2,7,"('um', 'JJ')",JJ,um,um,1755
229,16,2,9,"('do', 'VBP')",VBP,do,do,444
229,16,2,10,"('you', 'PRP')",PRP,you,you,1913
229,16,2,11,"('think', 'VBP')",VBP,think,think,1663
229,16,2,12,"('we', 'PRP')",PRP,we,we,1827
229,16,2,13,"(""'ll"", 'MD')",MD,'ll,ll,930
229,16,2,14,"('have', 'VB')",VB,have,have,713
229,16,2,15,"('like', 'IN')",IN,like,like,915
229,16,2,16,"('tendering', 'VBG')",VBG,tendering,tendering,1635
229,16,2,17,"('recess', 'NN')",NN,recess,recess,1290
229,16,2,18,"('today', 'NN')",NN,today,today,1695
229,16,2,19,"('to', 'TO')",TO,to,to,1694
229,16,2,20,"('like', 'VB')",VB,like,like,915
229,16,2,22,"('okay', 'FW')",FW,okay,okay,1102
229,16,2,24,"('Carlos', 'NNP')",NNP,Carlos,carlos,246
229,16,2,25,"('superheros', 'NN')",NN,superheros,superheros,1587
229,17,0,0,"('At', 'IN')",IN,At,at,117
229,17,0,1,"('all', 'DT')",DT,all,all,52
229,17,1,0,"('What', 'WP')",WP,What,what,1841
229,17,1,1,"('do', 'VBP')",VBP,do,do,444
229,17,1,2,"('we', 'PRP')",PRP,we,we,1827
229,17,1,3,"('need', 'VB')",VB,need,need,1053
229,17,1,4,"('to', 'TO')",TO,to,to,1694
229,17,1,5,"('do', 'VB')",VB,do,do,444
229,17,1,6,"('if', 'IN')",IN,if,if,776
229,17,1,7,"('we', 'PRP')",PRP,we,we,1827
229,17,1,8,"('have', 'VBP')",VBP,have,have,713
229,17,1,9,"('to', 'TO')",TO,to,to,1694
229,17,1,10,"('ask', 'VB')",VB,ask,ask,108
229,17,1,11,"('a', 'DT')",DT,a,a,6
229,17,1,12,"('question', 'NN')",NN,question,question,1262
229,17,2,0,"('Ow', 'NNP')",NNP,Ow,ow,1141
229,17,2,1,"('Yeah', 'NNP')",NNP,Yeah,yeah,1903
229,17,3,0,"('Turn', 'VB')",VB,Turn,turn,1740
229,17,3,1,"('it', 'PRP')",PRP,it,it,836
229,17,4,0,"('So', 'RB')",RB,So,so,1494
229,17,4,1,"('raise', 'VB')",VB,raise,raise,1272
229,17,4,2,"('your', 'PRP$')",PRP$,your,your,1915
229,17,4,3,"('hand', 'NN')",NN,hand,hand,697
229,17,4,4,"('next', 'JJ')",JJ,next,next,1064
229,17,4,5,"('time', 'NN')",NN,time,time,1688
229,17,5,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,18,0,0,"('There', 'EX')",EX,There,there,1656
229,19,0,0,"('We', 'PRP')",PRP,We,we,1827
229,19,0,1,"('go', 'VBP')",VBP,go,go,663
229,19,1,0,"('Carlos', 'NNP')",NNP,Carlos,carlos,246
229,19,1,2,"('what', 'WP')",WP,what,what,1841
229,19,1,3,"(""'s"", 'VBZ')",VBZ,'s,s,1382
229,19,1,4,"('your', 'PRP$')",PRP$,your,your,1915
229,19,1,5,"('question', 'NN')",NN,question,question,1262
229,20,0,0,"('Oh', 'UH')",UH,Oh,oh,1099
229,20,0,2,"('sorry', 'JJ')",JJ,sorry,sorry,1511
229,20,1,0,"('Just', 'RB')",RB,Just,just,858
229,20,1,1,"('put', 'VBN')",VBN,put,put,1259
229,20,1,2,"('on', 'IN')",IN,on,on,1105
229,20,1,3,"('a', 'DT')",DT,a,a,6
229,20,1,4,"('no', 'DT')",DT,no,no,1071
229,20,1,5,"('if', 'IN')",IN,if,if,776
229,20,1,6,"('maybe', 'RB')",RB,maybe,maybe,974
229,20,1,7,"('like', 'IN')",IN,like,like,915
229,20,1,9,"('we', 'PRP')",PRP,we,we,1827
229,20,1,10,"('could', 'MD')",MD,could,could,356
229,20,1,11,"('have', 'VB')",VB,have,have,713
229,20,1,12,"('like', 'IN')",IN,like,like,915
229,20,1,13,"('a', 'DT')",DT,a,a,6
229,20,1,14,"('superhero', 'NN')",NN,superhero,superhero,1585
229,20,1,15,"('forum', 'NN')",NN,forum,forum,625
229,20,1,16,"('at', 'IN')",IN,at,at,117
229,20,1,17,"('some', 'DT')",DT,some,some,1502
229,20,1,18,"('point', 'NN')",NN,point,point,1208
229,20,2,0,"('Cause', 'NN')",NN,Cause,cause,253
229,20,2,1,"('I', 'PRP')",PRP,I,i,772
229,20,2,2,"('think', 'VBP')",VBP,think,think,1663
229,20,2,3,"('we', 'PRP')",PRP,we,we,1827
229,20,2,4,"(""'re"", 'VBP')",VBP,'re,re,1276
229,20,2,5,"('all', 'DT')",DT,all,all,52
229,20,2,6,"('really', 'RB')",RB,really,really,1285
229,20,2,7,"('big', 'JJ')",JJ,big,big,172
229,20,2,8,"('fans', 'NNS')",NNS,fans,fans,569
229,20,2,9,"('of', 'IN')",IN,of,of,1093
229,20,2,10,"('superheroes', 'NNS')",NNS,superheroes,superheroes,1586
229,20,3,0,"('Um', 'NNP')",NNP,Um,um,1755
229,20,3,2,"('so', 'RB')",RB,so,so,1494
229,20,3,3,"('just', 'RB')",RB,just,just,858
229,20,3,5,"('you', 'PRP')",PRP,you,you,1913
229,20,3,6,"('know', 'VBP')",VBP,know,know,876
229,20,3,8,"('just', 'RB')",RB,just,just,858
229,20,3,9,"('sort', 'NN')",NN,sort,sort,1512
229,20,3,10,"('of', 'IN')",IN,of,of,1093
229,20,3,11,"('spitballing', 'VBG')",VBG,spitballing,spitballing,1534
229,20,3,12,"('here', 'RB')",RB,here,here,729
229,20,3,13,"('some', 'DT')",DT,some,some,1502
229,20,3,14,"('ideas', 'NNS')",NNS,ideas,ideas,775
229,21,0,0,"('Okay', 'NNP')",NNP,Okay,okay,1102
229,21,1,0,"('Yeah', 'UH')",UH,Yeah,yeah,1903
229,21,1,2,"('maybe', 'RB')",RB,maybe,maybe,974
229,21,1,3,"('we', 'PRP')",PRP,we,we,1827
229,21,1,4,"('can', 'MD')",MD,can,can,236
229,21,1,5,"('do', 'VB')",VB,do,do,444
