speaker_id,term_id,n,c,tf,tfidf
201,1418,1,1,0.0014204545454545455,0.00027487947581309857
201,1439,7,1,0.009943181818181818,0.0026662519671665896
201,1441,2,1,0.002840909090909091,0.0014267953843826522
201,1448,3,1,0.004261363636363636,0.0005254909258980953
201,1457,1,1,0.0014204545454545455,0.001413561785803392
201,1469,2,1,0.002840909090909091,1.3941291178250572e-05
201,1488,7,1,0.009943181818181818,0.013396747311390131
201,1494,16,1,0.022727272727272728,0.0
201,1502,3,1,0.004261363636363636,0.0004980728434886781
201,1504,2,1,0.002840909090909091,0.0010179698852795839
201,1511,3,1,0.004261363636363636,0.00012917008921380205
201,1513,1,1,0.0014204545454545455,0.0010984357210074313
201,1565,1,1,0.0014204545454545455,0.0023414204701433686
201,1566,1,1,0.0014204545454545455,0.002769019895802433
201,1573,1,1,0.0014204545454545455,0.0003082333051448072
201,1581,1,1,0.0014204545454545455,0.0017761647760069518
201,1592,2,1,0.002840909090909091,0.0002277224060055016
201,1602,1,1,0.0014204545454545455,0.002769019895802433
201,1605,1,1,0.0014204545454545455,0.0005583629344852635
201,1610,4,1,0.005681818181818182,0.00023241470321740362
201,1611,1,1,0.0014204545454545455,0.000691750012423234
201,1612,1,1,0.0014204545454545455,5.8103675804350905e-05
201,1621,2,1,0.002840909090909091,0.0007363463824329521
201,1632,1,1,0.0014204545454545455,0.0002641505867641698
201,1639,1,1,0.0014204545454545455,0.0002432368696893028
201,1645,1,1,0.0014204545454545455,8.93455702733394e-05
201,1646,1,1,0.0014204545454545455,0.0007833096562114705
201,1648,17,1,0.024147727272727272,0.0
201,1650,9,1,0.01278409090909091,0.0
201,1653,2,1,0.002840909090909091,0.0007877617861056686
201,1655,3,1,0.004261363636363636,0.0009945454389635522
201,1656,1,1,0.0014204545454545455,0.0001570183464597407
201,1658,1,1,0.0014204545454545455,0.00020342334184804775
201,1667,2,1,0.002840909090909091,0.0
201,1670,1,1,0.0014204545454545455,0.000691750012423234
201,1674,1,1,0.0014204545454545455,0.0008621694969072537
201,1689,1,1,0.0014204545454545455,0.0016636914151438482
201,1692,1,1,0.0014204545454545455,0.000670836295348367
201,1694,24,1,0.03409090909090909,0.0
201,1695,4,1,0.005681818181818182,0.0002630682934827797
201,1697,1,1,0.0014204545454545455,0.0007591145719802484
201,1733,1,1,0.0014204545454545455,0.0020912908408029125
201,1737,1,1,0.0014204545454545455,0.000691750012423234
201,1753,7,1,0.009943181818181818,0.00046036951359486436
201,1755,21,1,0.029829545454545456,0.0
201,1759,2,1,0.002840909090909091,0.0018419318493776468
201,1774,5,1,0.007102272727272727,0.0002526715501505407
201,1784,1,1,0.0014204545454545455,0.0010586221931661761
201,1814,4,1,0.005681818181818182,0.000592567992219636
201,1815,1,1,0.0014204545454545455,0.0003082333051448072
201,1816,1,1,0.0014204545454545455,0.0002432368696893028
201,1818,2,1,0.002840909090909091,0.002972443237650481
201,1827,27,1,0.03835227272727273,0.0
201,1837,1,1,0.0014204545454545455,2.1152777558728823e-05
201,1841,5,1,0.007102272727272727,7.010478711856711e-05
201,1843,1,1,0.0014204545454545455,0.0010984357210074313
201,1844,6,1,0.008522727272727272,0.00039460244022416943
201,1850,2,1,0.002840909090909091,0.001383500024846468
201,1859,1,1,0.0014204545454545455,1.4020957423713421e-05
201,1862,2,1,0.002840909090909091,0.0
201,1867,5,1,0.007102272727272727,0.00032883536685347455
201,1879,1,1,0.0014204545454545455,0.00036817319121647604
201,1888,1,1,0.0014204545454545455,0.0019138210444843045
201,1892,3,1,0.004261363636363636,0.00029222903848347197
201,1903,11,1,0.015625,7.667710148037815e-05
201,1913,23,1,0.032670454545454544,0.0
201,1915,5,1,0.007102272727272727,0.0001057638877936441
201,1917,1,1,0.0014204545454545455,0.0008621694969072537
201,1918,1,1,0.0014204545454545455,0.001289768922566318
202,6,5,1,0.005834305717619603,0.0
202,11,5,1,0.005834305717619603,2.8630889700958003e-05
202,23,4,1,0.004667444574095682,0.00406165115798034
202,28,1,1,0.0011668611435239206,0.0006044646936825268
202,36,1,1,0.0011668611435239206,0.00017508688120342018
202,38,1,1,0.0011668611435239206,0.00035698638291566554
202,48,1,1,0.0011668611435239206,0.0006641525845196111
202,52,3,1,0.003500583430571762,3.4553397991695155e-05
202,62,4,1,0.004667444574095682,0.001382392032063333
202,71,22,1,0.025670945157526253,0.0
202,79,2,1,0.002333722287047841,0.0005446596569664261
202,85,4,1,0.004667444574095682,0.0005755668795523284
202,86,3,1,0.003500583430571762,0.001376035609839996
202,99,13,1,0.015169194865810968,0.0
202,106,7,1,0.008168028004667444,0.0015806371724701863
202,146,4,1,0.004667444574095682,4.60711973222602e-05
202,157,1,1,0.0011668611435239206,0.0012208868374013642
202,158,1,1,0.0011668611435239206,0.0011611989465642799
202,160,1,1,0.0011668611435239206,0.0001363840069296108
202,190,2,1,0.002333722287047841,2.30355986611301e-05
202,194,1,1,0.0011668611435239206,0.001366672994470559
202,224,4,1,0.004667444574095682,4.60711973222602e-05
202,225,1,1,0.0011668611435239206,0.0008099387415888059
202,236,12,1,0.014002333722287048,0.00013821359196678062
202,245,1,1,0.0011668611435239206,0.002274667452327786
202,246,2,1,0.002333722287047841,0.0001600383065673779
202,253,2,1,0.002333722287047841,0.0008625587165183258
202,282,6,1,0.007001166861143524,0.0003624008076159022
202,286,2,1,0.002333722287047841,0.0014636422681703464
202,287,10,1,0.011668611435239206,0.0005402569387744366
202,308,1,1,0.0011668611435239206,0.00029220537025541885
202,313,3,1,0.003500583430571762,0.001508317619954581
202,370,1,1,0.0011668611435239206,0.001717933199446033
202,386,3,1,0.003500583430571762,0.0011416827873290982
202,416,1,1,0.0011668611435239206,0.00011450601858324098
202,444,9,1,0.010501750291715286,0.0
202,447,5,1,0.005834305717619603,0.0007575616750469316
202,449,3,1,0.003500583430571762,1.71785338205748e-05
202,490,1,1,0.0011668611435239206,0.0001363840069296108
202,513,1,1,0.0011668611435239206,0.001015412789495085
202,522,1,1,0.0011668611435239206,0.000974850238434161
202,528,1,1,0.0011668611435239206,0.0007565461038283916
202,532,1,1,0.0011668611435239206,0.0012885553869669262
202,544,9,1,0.010501750291715286,0.004388797907145763
202,548,1,1,0.0011668611435239206,0.001923407247352312
202,555,2,1,0.002333722287047841,0.0013714403048478874
202,558,5,1,0.005834305717619603,0.0029301748850798924
202,599,1,1,0.0011668611435239206,0.0001363840069296108
202,617,6,1,0.007001166861143524,0.00021221876967681834
202,635,2,1,0.002333722287047841,0.00041665809802279716
202,653,1,1,0.0011668611435239206,0.00019143543947975
202,658,2,1,0.002333722287047841,0.0010367328549008327
202,663,3,1,0.003500583430571762,0.00020056734173080174
202,667,2,1,0.002333722287047841,0.0005643403279976113
202,668,4,1,0.004667444574095682,4.60711973222602e-05
202,669,1,1,0.0011668611435239206,0.001366672994470559
202,670,3,1,0.003500583430571762,5.212913209339005e-05
202,672,1,1,0.0011668611435239206,0.0010595067928666135
202,673,1,1,0.0011668611435239206,0.00018319523587708158
202,680,1,1,0.0011668611435239206,7.33947275057537e-05
202,681,1,1,0.0011668611435239206,0.001717933199446033
202,690,3,1,0.003500583430571762,0.0005994355528399154
202,693,4,1,0.004667444574095682,0.0010507077574988272
202,697,4,1,0.004667444574095682,0.0011688214810216754
202,713,6,1,0.007001166861143524,0.0
202,715,1,1,0.0011668611435239206,0.0005860349770159785
202,728,1,1,0.0011668611435239206,0.0007318211340851732
202,729,3,1,0.003500583430571762,0.0007317175629545004
202,732,6,1,0.007001166861143524,0.0007301654606580346
202,734,1,1,0.0011668611435239206,0.0008389044168805587
202,761,1,1,0.0011668611435239206,2.930072413422535e-05
202,772,28,1,0.03267211201866978,0.0
202,775,1,1,0.0011668611435239206,0.0004447937953067885
202,785,4,1,0.004667444574095682,4.60711973222602e-05
202,831,8,1,0.009334889148191364,0.0
202,836,5,1,0.005834305717619603,0.0
202,843,2,1,0.002333722287047841,9.546088160154734e-05
202,848,1,1,0.0011668611435239206,0.0009023322608975864
202,858,4,1,0.004667444574095682,2.29047117607664e-05
202,863,1,1,0.0011668611435239206,0.0012885553869669262
202,869,5,1,0.005834305717619603,0.0009990592547331923
202,876,4,1,0.004667444574095682,9.321391332844841e-05
202,884,1,1,0.0011668611435239206,0.0001515123350093863
202,888,3,1,0.003500583430571762,0.0009386771386324116
202,889,1,1,0.0011668611435239206,0.00036863658233993727
202,893,1,1,0.0011668611435239206,0.0004181159855524078
202,896,1,1,0.0011668611435239206,0.0007825395632346368
202,907,1,1,0.0011668611435239206,0.0001289858995421907
202,915,11,1,0.012835472578763127,0.0
202,919,5,1,0.005834305717619603,0.004511661304487932
202,920,2,1,0.002333722287047841,0.0006048866432121332
202,924,8,1,0.009334889148191364,0.002257361311990445
202,930,3,1,0.003500583430571762,0.0005013186674248272
202,940,1,1,0.0011668611435239206,0.001572147042376838
202,948,4,1,0.004667444574095682,4.60711973222602e-05
202,958,5,1,0.005834305717619603,0.0009990592547331923
202,960,7,1,0.008168028004667444,0.0074165475500662945
202,965,1,1,0.0011668611435239206,0.002274667452327786
202,974,2,1,0.002333722287047841,0.00035017376240684036
202,975,4,1,0.004667444574095682,6.950550945785339e-05
202,976,3,1,0.003500583430571762,0.0010033798423454098
202,998,2,1,0.002333722287047841,0.0003996237018932769
202,1015,1,1,0.0011668611435239206,0.00015924929988571436
202,1018,2,1,0.002333722287047841,0.0003030246700187726
202,1021,1,1,0.0011668611435239206,0.0007565461038283916
202,1033,1,1,0.0011668611435239206,0.0011611989465642799
202,1040,7,1,0.008168028004667444,0.00020510506893957749
202,1042,7,1,0.008168028004667444,0.0
202,1070,2,1,0.002333722287047841,0.0004695495440810089
202,1082,6,1,0.007001166861143524,0.00021221876967681834
202,1090,5,1,0.005834305717619603,0.0005370916581892902
202,1091,2,1,0.002333722287047841,3.4752754728926696e-05
202,1093,13,1,0.015169194865810968,0.00014973139129734566
202,1094,1,1,0.0011668611435239206,0.00048764421190508476
202,1099,1,1,0.0011668611435239206,0.0
202,1102,10,1,0.011668611435239206,0.0
202,1105,2,1,0.002333722287047841,8.302486408680543e-05
202,1107,7,1,0.008168028004667444,0.00020510506893957749
202,1121,1,1,0.0011668611435239206,8.673132234913975e-05
202,1128,1,1,0.0011668611435239206,2.930072413422535e-05
202,1129,6,1,0.007001166861143524,0.003016635239909162
202,1130,10,1,0.011668611435239206,0.00011517799330565051
202,1133,1,1,0.0011668611435239206,0.00031289237954413717
202,1137,5,1,0.005834305717619603,0.000502142045066843
202,1150,1,1,0.0011668611435239206,0.0006641525845196111
202,1160,4,1,0.004667444574095682,0.006871732797784132
202,1191,1,1,0.0011668611435239206,0.002274667452327786
202,1217,1,1,0.0011668611435239206,0.001572147042376838
202,1223,3,1,0.003500583430571762,0.002269638311485175
202,1225,1,1,0.0011668611435239206,0.0014590665137793396
202,1231,1,1,0.0011668611435239206,0.001923407247352312
202,1241,2,1,0.002333722287047841,0.00203082557899017
202,1242,2,1,0.002333722287047841,0.003846814494704624
202,1266,1,1,0.0011668611435239206,0.0004447937953067885
202,1272,3,1,0.003500583430571762,0.0009386771386324116
202,1274,1,1,0.0011668611435239206,0.0006044646936825268
202,1276,16,1,0.01866977829638273,0.0
202,1281,1,1,0.0011668611435239206,0.00031289237954413717
202,1285,4,1,0.004667444574095682,0.0005755668795523284
202,1313,2,1,0.002333722287047841,0.0003996237018932769
202,1335,2,1,0.002333722287047841,0.0005844107405108377
202,1338,1,1,0.0011668611435239206,0.0001289858995421907
202,1340,5,1,0.005834305717619603,0.0037827305191419584
202,1359,6,1,0.007001166861143524,0.00021221876967681834
202,1377,4,1,0.004667444574095682,0.002137821763410222
202,1382,10,1,0.011668611435239206,0.0
202,1387,1,1,0.0011668611435239206,0.00035698638291566554
202,1393,1,1,0.0011668611435239206,0.0001515123350093863
202,1394,1,1,0.0011668611435239206,0.0004312793582591629
202,1400,1,1,0.0011668611435239206,0.00028217016399880563
202,1403,7,1,0.008168028004667444,0.003977764365486227
202,1418,2,1,0.002333722287047841,0.0004516106207057675
202,1441,2,1,0.002333722287047841,0.001172069954031957
202,1444,1,1,0.0011668611435239206,0.0005344554408525555
202,1446,1,1,0.0011668611435239206,0.001923407247352312
202,1448,1,1,0.0011668611435239206,0.0001438917198880821
202,1453,1,1,0.0011668611435239206,0.000623590033458687
202,1469,1,1,0.0011668611435239206,5.7261779401916e-06
202,1494,14,1,0.01633605600933489,0.0
202,1502,6,1,0.007001166861143524,0.000818304041577665
202,1527,1,1,0.0011668611435239206,0.001923407247352312
202,1542,3,1,0.003500583430571762,0.0012158576965587528
202,1558,1,1,0.0011668611435239206,0.0006044646936825268
202,1573,1,1,0.0011668611435239206,0.0002532044887070528
202,1592,12,1,0.014002333722287048,0.0011224030839757746
202,1610,3,1,0.003500583430571762,0.00014319132240232102
202,1612,7,1,0.008168028004667444,0.0003341130856054157
202,1621,7,1,0.008168028004667444,0.0021171032512424665
202,1622,2,1,0.002333722287047841,0.0024417736748027284
202,1632,4,1,0.004667444574095682,0.0008679673889473769
202,1639,2,1,0.002333722287047841,0.0003996237018932769
202,1645,1,1,0.0011668611435239206,7.33947275057537e-05
202,1648,37,1,0.043173862310385065,0.0
202,1650,16,1,0.01866977829638273,0.0
202,1652,4,1,0.004667444574095682,0.0018347141464533279
202,1655,3,1,0.003500583430571762,0.0008169894854496392
202,1658,4,1,0.004667444574095682,0.0006684248898997695
202,1663,2,1,0.002333722287047841,5.86014482684507e-05
202,1667,6,1,0.007001166861143524,0.0
202,1674,1,1,0.0011668611435239206,0.0007082465878911396
202,1677,1,1,0.0011668611435239206,0.001366672994470559
202,1694,24,1,0.028004667444574097,0.0
202,1695,1,1,0.0011668611435239206,5.402569387744366e-05
202,1697,1,1,0.0011668611435239206,0.000623590033458687
202,1704,2,1,0.002333722287047841,0.0003996237018932769
202,1708,3,1,0.003500583430571762,0.0027069967826927593
202,1748,2,1,0.002333722287047841,0.002918133027558679
202,1753,3,1,0.003500583430571762,0.000162077081632331
202,1755,28,1,0.03267211201866978,0.0
202,1758,1,1,0.0011668611435239206,0.001366672994470559
202,1774,1,1,0.0011668611435239206,4.1512432043402714e-05
202,1781,1,1,0.0011668611435239206,0.00024390585431816676
202,1791,3,1,0.003500583430571762,0.0013343813859203657
202,1814,3,1,0.003500583430571762,0.0003650827303290173
202,1815,2,1,0.002333722287047841,0.0005064089774141056
202,1816,1,1,0.0011668611435239206,0.00019981185094663845
202,1827,32,1,0.03733955659276546,0.0
202,1830,1,1,0.0011668611435239206,0.001366672994470559
202,1837,2,1,0.002333722287047841,3.4752754728926696e-05
202,1839,1,1,0.0011668611435239206,0.00045867853661333196
202,1841,7,1,0.008168028004667444,8.062459531395535e-05
202,1844,2,1,0.002333722287047841,0.00010805138775488732
202,1851,1,1,0.0011668611435239206,0.0005183664274504163
202,1856,3,1,0.003500583430571762,0.003046238368485256
202,1859,1,1,0.0011668611435239206,1.151779933056505e-05
202,1862,2,1,0.002333722287047841,0.0
202,1867,3,1,0.003500583430571762,0.000162077081632331
202,1879,2,1,0.002333722287047841,0.0006048866432121332
202,1892,2,1,0.002333722287047841,0.0001600383065673779
202,1903,4,1,0.004667444574095682,2.29047117607664e-05
202,1904,3,1,0.003500583430571762,0.0009386771386324116
202,1909,1,1,0.0011668611435239206,0.00010741833163785804
202,1911,1,1,0.0011668611435239206,0.0011078063088038655
202,1913,23,1,0.026837806301050177,0.0
202,1915,6,1,0.007001166861143524,0.0001042582641867801
203,6,14,1,0.015069967707212056,0.0
203,11,10,1,0.010764262648008612,5.282383740305922e-05
203,36,1,1,0.001076426264800861,0.00016151717673986126
203,38,1,1,0.001076426264800861,0.0003293189775659046
203,44,1,1,0.001076426264800861,0.0005752601277439125
203,52,7,1,0.007534983853606028,7.437597221104385e-05
203,59,1,1,0.001076426264800861,0.0008022282281905144
203,60,1,1,0.001076426264800861,0.0004930337059317978
203,62,2,1,0.002152852529601722,0.0006376264647353479
203,71,9,1,0.00968783638320775,0.0
203,85,6,1,0.006458557588805167,0.000796438346248136
203,86,7,1,0.007534983853606028,0.002961908009842173
203,94,1,1,0.001076426264800861,0.0017743380096673104
203,99,6,1,0.006458557588805167,0.0
203,106,1,1,0.001076426264800861,0.00020830479114361826
203,108,2,1,0.002152852529601722,0.000702132865978498
203,109,1,1,0.001076426264800861,0.0015847887534179228
203,110,2,1,0.002152852529601722,0.0014437812824372094
203,117,2,1,0.002152852529601722,0.00018528987411077906
203,119,1,1,0.001076426264800861,0.00024231876969227527
203,130,1,1,0.001076426264800861,0.0012607521595923241
203,146,8,1,0.008611410118406888,8.500111109833582e-05
203,160,20,1,0.021528525296017224,0.002516277587484962
203,170,1,1,0.001076426264800861,0.001021948338692048
203,190,1,1,0.001076426264800861,1.0625138887291978e-05
203,209,1,1,0.001076426264800861,0.0011262648220161132
203,224,2,1,0.002152852529601722,2.1250277774583955e-05
203,236,6,1,0.006458557588805167,6.375083332375187e-05
203,246,1,1,0.001076426264800861,7.381745356740735e-05
203,256,1,1,0.001076426264800861,0.0015847887534179228
203,282,5,1,0.005382131324004306,0.00027859480815108377
203,286,2,1,0.002152852529601722,0.0013502060536296951
203,287,4,1,0.004305705059203444,0.00019935422886100846
203,294,1,1,0.001076426264800861,0.0017743380096673104
203,308,1,1,0.001076426264800861,0.00026955866771678576
203,348,1,1,0.001076426264800861,0.0006979117448664495
203,356,1,1,0.001076426264800861,0.00020830479114361826
203,386,1,1,0.001076426264800861,0.000351066432989249
203,408,1,1,0.001076426264800861,0.0020983746034929094
203,431,2,1,0.002152852529601722,0.0013067111427830067
203,434,1,1,0.001076426264800861,0.0014503014158417117
203,444,13,1,0.013993541442411194,0.0
203,447,12,1,0.012917115177610334,0.0016772366557982013
203,449,3,1,0.0032292787944025836,1.5847151220917765e-05
203,468,1,1,0.001076426264800861,0.0005576170532679498
203,490,5,1,0.005382131324004306,0.0006290693968712405
203,496,1,1,0.001076426264800861,3.2628540655370164e-05
203,522,1,1,0.001076426264800861,0.0008992967215695112
203,525,2,1,0.002152852529601722,0.000596969103787288
203,543,6,1,0.006458557588805167,0.004187470469198698
203,544,2,1,0.002152852529601722,0.0008997009463996934
203,558,2,1,0.002152852529601722,0.0010812313784772736
203,595,1,1,0.001076426264800861,0.0013459849325176468
203,599,3,1,0.0032292787944025836,0.00037744163812274427
203,617,13,1,0.013993541442411194,0.00042417102851981215
203,635,1,1,0.001076426264800861,0.000192182987085865
203,638,1,1,0.001076426264800861,0.0020983746034929094
203,658,1,1,0.001076426264800861,0.0004781916343649158
203,661,1,1,0.001076426264800861,0.0010712029033429363
203,663,1,1,0.001076426264800861,6.167427766892611e-05
203,667,2,1,0.002152852529601722,0.000520602433900918
203,668,2,1,0.002152852529601722,2.1250277774583955e-05
203,670,2,1,0.002152852529601722,3.2059322715489964e-05
203,672,1,1,0.001076426264800861,0.0009773921652171018
203,673,2,1,0.002152852529601722,0.0003379942242123981
203,680,2,1,0.002152852529601722,0.00013541287722805366
203,690,8,1,0.008611410118406888,0.0014746071583317043
